name,lang,Wikipedia,eBird,NABU,Nord University
Sylvia borin,de,https://de.wikipedia.org/wiki/Sylvia_borin,https://ebird.org/species/garwar1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/gartengrasmuecke/,https://quiz.natureid.no/bird/eBook.php?specieID=1266
Sylvia borin,fr,https://fr.wikipedia.org/wiki/Sylvia_borin,https://ebird.org/species/garwar1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1266
Sylvia borin,es,https://es.wikipedia.org/wiki/Sylvia_borin,https://ebird.org/species/garwar1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1266
Sylvia borin,eo,https://eo.wikipedia.org/wiki/Sylvia_borin,,,https://quiz.natureid.no/bird/eBook.php?specieID=1266
Sylvia borin,ru,https://ru.wikipedia.org/wiki/Sylvia_borin,https://ebird.org/species/garwar1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1266
Grus grus,en,https://en.wikipedia.org/wiki/Grus_grus,https://ebird.org/species/comcra?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,nl,https://nl.wikipedia.org/wiki/Grus_grus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,de,https://de.wikipedia.org/wiki/Grus_grus,https://ebird.org/species/comcra?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/kranich/,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,fr,https://fr.wikipedia.org/wiki/Grus_grus,https://ebird.org/species/comcra?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,es,https://es.wikipedia.org/wiki/Grus_grus,https://ebird.org/species/comcra?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,eo,https://eo.wikipedia.org/wiki/Grus_grus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Grus grus,ru,https://ru.wikipedia.org/wiki/Grus_grus,https://ebird.org/species/comcra?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1889
Milvus migrans,en,https://en.wikipedia.org/wiki/Milvus_migrans,https://ebird.org/species/blakit1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,nl,https://nl.wikipedia.org/wiki/Milvus_migrans,,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,de,https://de.wikipedia.org/wiki/Milvus_migrans,https://ebird.org/species/blakit1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/schwarzmilan/,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,fr,https://fr.wikipedia.org/wiki/Milvus_migrans,https://ebird.org/species/blakit1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,es,https://es.wikipedia.org/wiki/Milvus_migrans,https://ebird.org/species/blakit1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,eo,https://eo.wikipedia.org/wiki/Milvus_migrans,,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Milvus migrans,ru,https://ru.wikipedia.org/wiki/Milvus_migrans,https://ebird.org/species/blakit1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1815
Columba oenas,en,https://en.wikipedia.org/wiki/Columba_oenas,https://ebird.org/species/stodov1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,nl,https://nl.wikipedia.org/wiki/Columba_oenas,,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,de,https://de.wikipedia.org/wiki/Columba_oenas,https://ebird.org/species/stodov1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/hohltaube/,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,fr,https://fr.wikipedia.org/wiki/Columba_oenas,https://ebird.org/species/stodov1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,es,https://es.wikipedia.org/wiki/Columba_oenas,https://ebird.org/species/stodov1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,eo,https://eo.wikipedia.org/wiki/Columba_oenas,,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Columba oenas,ru,https://ru.wikipedia.org/wiki/Columba_oenas,https://ebird.org/species/stodov1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1712
Tadorna tadorna,en,https://en.wikipedia.org/wiki/Tadorna_tadorna,https://ebird.org/species/comshe?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,nl,https://nl.wikipedia.org/wiki/Tadorna_tadorna,,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,de,https://de.wikipedia.org/wiki/Tadorna_tadorna,https://ebird.org/species/comshe?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/brandgans/,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,fr,https://fr.wikipedia.org/wiki/Tadorna_tadorna,https://ebird.org/species/comshe?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,es,https://es.wikipedia.org/wiki/Tadorna_tadorna,https://ebird.org/species/comshe?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,eo,https://eo.wikipedia.org/wiki/Tadorna_tadorna,,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Tadorna tadorna,ru,https://ru.wikipedia.org/wiki/Tadorna_tadorna,https://ebird.org/species/comshe?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1209
Serinus serinus,en,https://en.wikipedia.org/wiki/Serinus_serinus,https://ebird.org/species/eurser1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,nl,https://nl.wikipedia.org/wiki/Serinus_serinus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,de,https://de.wikipedia.org/wiki/Serinus_serinus,https://ebird.org/species/eurser1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/girlitz/,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,fr,https://fr.wikipedia.org/wiki/Serinus_serinus,https://ebird.org/species/eurser1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,es,https://es.wikipedia.org/wiki/Serinus_serinus,https://ebird.org/species/eurser1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,eo,https://eo.wikipedia.org/wiki/Serinus_serinus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Serinus serinus,ru,https://ru.wikipedia.org/wiki/Serinus_serinus,https://ebird.org/species/eurser1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1249
Regulus ignicapilla,en,https://en.wikipedia.org/wiki/Regulus_ignicapilla,https://ebird.org/species/firecr1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,nl,https://nl.wikipedia.org/wiki/Regulus_ignicapilla,,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,de,https://de.wikipedia.org/wiki/Regulus_ignicapilla,https://ebird.org/species/firecr1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/sommergoldhaehnchen/,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,fr,https://fr.wikipedia.org/wiki/Regulus_ignicapilla,https://ebird.org/species/firecr1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,es,https://es.wikipedia.org/wiki/Regulus_ignicapilla,https://ebird.org/species/firecr1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,eo,,,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Regulus ignicapilla,ru,https://ru.wikipedia.org/wiki/Regulus_ignicapilla,https://ebird.org/species/firecr1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1647
Lanius collurio,en,https://en.wikipedia.org/wiki/Lanius_collurio,https://ebird.org/species/rebshr1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,nl,https://nl.wikipedia.org/wiki/Lanius_collurio,,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,de,https://de.wikipedia.org/wiki/Lanius_collurio,https://ebird.org/species/rebshr1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/neuntoeter/,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,fr,https://fr.wikipedia.org/wiki/Lanius_collurio,https://ebird.org/species/rebshr1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,es,https://es.wikipedia.org/wiki/Lanius_collurio,https://ebird.org/species/rebshr1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,eo,https://eo.wikipedia.org/wiki/Lanius_collurio,,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Lanius collurio,ru,https://ru.wikipedia.org/wiki/Lanius_collurio,https://ebird.org/species/rebshr1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1887
Gallinago gallinago,en,https://en.wikipedia.org/wiki/Gallinago_gallinago,https://ebird.org/species/comsni?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,nl,https://nl.wikipedia.org/wiki/Gallinago_gallinago,,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,de,https://de.wikipedia.org/wiki/Gallinago_gallinago,https://ebird.org/species/comsni?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/bekassine/,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,fr,https://fr.wikipedia.org/wiki/Gallinago_gallinago,https://ebird.org/species/comsni?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,es,https://es.wikipedia.org/wiki/Gallinago_gallinago,https://ebird.org/species/comsni?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,eo,https://eo.wikipedia.org/wiki/Gallinago_gallinago,,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Gallinago gallinago,ru,https://ru.wikipedia.org/wiki/Gallinago_gallinago,https://ebird.org/species/comsni?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1163
Lophophanes cristatus,en,https://en.wikipedia.org/wiki/Lophophanes_cristatus,https://ebird.org/species/cretit2?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,nl,https://nl.wikipedia.org/wiki/Lophophanes_cristatus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,de,https://de.wikipedia.org/wiki/Lophophanes_cristatus,https://ebird.org/species/cretit2?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/haubenmeise/,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,fr,https://fr.wikipedia.org/wiki/Lophophanes_cristatus,https://ebird.org/species/cretit2?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,es,https://es.wikipedia.org/wiki/Lophophanes_cristatus,https://ebird.org/species/cretit2?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,eo,https://eo.wikipedia.org/wiki/Lophophanes_cristatus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Lophophanes cristatus,ru,https://ru.wikipedia.org/wiki/Lophophanes_cristatus,https://ebird.org/species/cretit2?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1883
Dryocopus martius,en,https://en.wikipedia.org/wiki/Dryocopus_martius,https://ebird.org/species/blawoo1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,nl,https://nl.wikipedia.org/wiki/Dryocopus_martius,,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,de,https://de.wikipedia.org/wiki/Dryocopus_martius,https://ebird.org/species/blawoo1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/schwarzspecht/,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,fr,https://fr.wikipedia.org/wiki/Dryocopus_martius,https://ebird.org/species/blawoo1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,es,https://es.wikipedia.org/wiki/Dryocopus_martius,https://ebird.org/species/blawoo1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,eo,https://eo.wikipedia.org/wiki/Dryocopus_martius,,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Dryocopus martius,ru,https://ru.wikipedia.org/wiki/Dryocopus_martius,https://ebird.org/species/blawoo1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1837
Turdus iliacus,en,https://en.wikipedia.org/wiki/Turdus_iliacus,https://ebird.org/species/redwin?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,nl,https://nl.wikipedia.org/wiki/Turdus_iliacus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,de,https://de.wikipedia.org/wiki/Turdus_iliacus,https://ebird.org/species/redwin?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/rotdrossel/,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,fr,https://fr.wikipedia.org/wiki/Turdus_iliacus,https://ebird.org/species/redwin?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,es,https://es.wikipedia.org/wiki/Turdus_iliacus,https://ebird.org/species/redwin?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,eo,https://eo.wikipedia.org/wiki/Turdus_iliacus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Turdus iliacus,ru,https://ru.wikipedia.org/wiki/Turdus_iliacus,https://ebird.org/species/redwin?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1648
Saxicola rubicola,en,https://en.wikipedia.org/wiki/Saxicola_rubicola,https://ebird.org/species/stonec4?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,nl,https://nl.wikipedia.org/wiki/Saxicola_rubicola,,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,de,https://de.wikipedia.org/wiki/Saxicola_rubicola,https://ebird.org/species/stonec4?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/schwarzkehlchen/,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,fr,https://fr.wikipedia.org/wiki/Saxicola_rubicola,https://ebird.org/species/stonec4?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,es,https://es.wikipedia.org/wiki/Saxicola_rubicola,https://ebird.org/species/stonec4?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,eo,,,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Saxicola rubicola,ru,https://ru.wikipedia.org/wiki/Saxicola_rubicola,https://ebird.org/species/stonec4?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1841
Luscinia megarhynchos,en,https://en.wikipedia.org/wiki/Luscinia_megarhynchos,https://ebird.org/species/comnig1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,nl,https://nl.wikipedia.org/wiki/Luscinia_megarhynchos,,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,de,https://de.wikipedia.org/wiki/Luscinia_megarhynchos,https://ebird.org/species/comnig1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/nachtigall/,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,fr,https://fr.wikipedia.org/wiki/Luscinia_megarhynchos,https://ebird.org/species/comnig1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,es,https://es.wikipedia.org/wiki/Luscinia_megarhynchos,https://ebird.org/species/comnig1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,eo,,,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Luscinia megarhynchos,ru,https://ru.wikipedia.org/wiki/Luscinia_megarhynchos,https://ebird.org/species/comnig1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1859
Picus viridis,en,https://en.wikipedia.org/wiki/Picus_viridis,https://ebird.org/species/eugwoo2?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,nl,https://nl.wikipedia.org/wiki/Picus_viridis,,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,de,https://de.wikipedia.org/wiki/Picus_viridis,https://ebird.org/species/eugwoo2?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/gruenspecht/,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,fr,https://fr.wikipedia.org/wiki/Picus_viridis,https://ebird.org/species/eugwoo2?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,es,https://es.wikipedia.org/wiki/Picus_viridis,https://ebird.org/species/eugwoo2?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,eo,https://eo.wikipedia.org/wiki/Picus_viridis,,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Picus viridis,ru,https://ru.wikipedia.org/wiki/Picus_viridis,https://ebird.org/species/eugwoo2?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1217
Anser albifrons,en,https://en.wikipedia.org/wiki/Anser_albifrons,https://ebird.org/species/gwfgoo?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,nl,https://nl.wikipedia.org/wiki/Anser_albifrons,,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,de,https://de.wikipedia.org/wiki/Anser_albifrons,https://ebird.org/species/gwfgoo?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/blaessgans/,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,fr,https://fr.wikipedia.org/wiki/Anser_albifrons,https://ebird.org/species/gwfgoo?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,es,https://es.wikipedia.org/wiki/Anser_albifrons,https://ebird.org/species/gwfgoo?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,eo,https://eo.wikipedia.org/wiki/Anser_albifrons,,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Anser albifrons,ru,https://ru.wikipedia.org/wiki/Anser_albifrons,https://ebird.org/species/gwfgoo?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1901
Netta rufina,en,https://en.wikipedia.org/wiki/Netta_rufina,https://ebird.org/species/recpoc?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,nl,https://nl.wikipedia.org/wiki/Netta_rufina,,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,de,https://de.wikipedia.org/wiki/Netta_rufina,https://ebird.org/species/recpoc?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/kolbenente/,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,fr,https://fr.wikipedia.org/wiki/Netta_rufina,https://ebird.org/species/recpoc?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,es,https://es.wikipedia.org/wiki/Netta_rufina,https://ebird.org/species/recpoc?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,eo,https://eo.wikipedia.org/wiki/Netta_rufina,,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Netta rufina,ru,https://ru.wikipedia.org/wiki/Netta_rufina,https://ebird.org/species/recpoc?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1630
Numenius arquata,en,https://en.wikipedia.org/wiki/Numenius_arquata,https://ebird.org/species/eurcur?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,nl,https://nl.wikipedia.org/wiki/Numenius_arquata,,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,de,https://de.wikipedia.org/wiki/Numenius_arquata,https://ebird.org/species/eurcur?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/grosser-brachvogel/,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,fr,https://fr.wikipedia.org/wiki/Numenius_arquata,https://ebird.org/species/eurcur?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,es,https://es.wikipedia.org/wiki/Numenius_arquata,https://ebird.org/species/eurcur?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,eo,https://eo.wikipedia.org/wiki/Numenius_arquata,,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Numenius arquata,ru,https://ru.wikipedia.org/wiki/Numenius_arquata,https://ebird.org/species/eurcur?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1787
Certhia familiaris,en,https://en.wikipedia.org/wiki/Certhia_familiaris,https://ebird.org/species/eurtre1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,nl,https://nl.wikipedia.org/wiki/Certhia_familiaris,,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,de,https://de.wikipedia.org/wiki/Certhia_familiaris,https://ebird.org/species/eurtre1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/waldbaumlaeufer/,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,fr,https://fr.wikipedia.org/wiki/Certhia_familiaris,https://ebird.org/species/eurtre1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,es,https://es.wikipedia.org/wiki/Certhia_familiaris,https://ebird.org/species/eurtre1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,eo,https://eo.wikipedia.org/wiki/Certhia_familiaris,,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Certhia familiaris,ru,https://ru.wikipedia.org/wiki/Certhia_familiaris,https://ebird.org/species/eurtre1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1890
Phoenicurus phoenicurus,en,https://en.wikipedia.org/wiki/Phoenicurus_phoenicurus,https://ebird.org/species/comred2?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,nl,https://nl.wikipedia.org/wiki/Phoenicurus_phoenicurus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,de,https://de.wikipedia.org/wiki/Phoenicurus_phoenicurus,https://ebird.org/species/comred2?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/gartenrotschwanz/,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,fr,https://fr.wikipedia.org/wiki/Phoenicurus_phoenicurus,https://ebird.org/species/comred2?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,es,https://es.wikipedia.org/wiki/Phoenicurus_phoenicurus,https://ebird.org/species/comred2?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,eo,https://eo.wikipedia.org/wiki/Phoenicurus_phoenicurus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Phoenicurus phoenicurus,ru,https://ru.wikipedia.org/wiki/Phoenicurus_phoenicurus,https://ebird.org/species/comred2?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1641
Curruca curruca,en,https://en.wikipedia.org/wiki/Curruca_curruca,,,
Curruca curruca,nl,https://nl.wikipedia.org/wiki/Curruca_curruca,,,
Curruca curruca,de,,,,
Curruca curruca,fr,,,,
Curruca curruca,es,,,,
Curruca curruca,eo,,,,
Curruca curruca,ru,,,,
Haematopus ostralegus,en,https://en.wikipedia.org/wiki/Haematopus_ostralegus,https://ebird.org/species/euroys1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,nl,https://nl.wikipedia.org/wiki/Haematopus_ostralegus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,de,https://de.wikipedia.org/wiki/Haematopus_ostralegus,https://ebird.org/species/euroys1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/austernfischer/,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,fr,https://fr.wikipedia.org/wiki/Haematopus_ostralegus,https://ebird.org/species/euroys1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,es,https://es.wikipedia.org/wiki/Haematopus_ostralegus,https://ebird.org/species/euroys1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,eo,https://eo.wikipedia.org/wiki/Haematopus_ostralegus,,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Haematopus ostralegus,ru,https://ru.wikipedia.org/wiki/Haematopus_ostralegus,https://ebird.org/species/euroys1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1875
Muscicapa striata,en,https://en.wikipedia.org/wiki/Muscicapa_striata,https://ebird.org/species/spofly1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,nl,https://nl.wikipedia.org/wiki/Muscicapa_striata,,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,de,https://de.wikipedia.org/wiki/Muscicapa_striata,https://ebird.org/species/spofly1?siteLanguage=de,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/grauschnaepper/,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,fr,https://fr.wikipedia.org/wiki/Muscicapa_striata,https://ebird.org/species/spofly1?siteLanguage=fr,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,es,https://es.wikipedia.org/wiki/Muscicapa_striata,https://ebird.org/species/spofly1?siteLanguage=es,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,eo,https://eo.wikipedia.org/wiki/Muscicapa_striata,,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Muscicapa striata,ru,https://ru.wikipedia.org/wiki/Muscicapa_striata,https://ebird.org/species/spofly1?siteLanguage=ru,,https://quiz.natureid.no/bird/eBook.php?specieID=1220
Poecile montanus,en,https://en.wikipedia.org/wiki/Poecile_montanus,https://ebird.org/species/wiltit1?siteLanguage=en,,https://quiz.natureid.no/bird/eBook.php?specieID=1207
